Device ID,Time, Consumption
1,182,0.111717
1,202,0.113005
1,204,0.113134
1,0.363907,0.365474
2,0.381773,0.366725
1,1570,0.201077
3,0.162228,0.351357
1,1.614,0.203909
1,1.644,0.205905
4,0.787568,0.39513
