Device ID,Time, Consumption
2,0.156347,0.350945
1,563,0.136246
3,0.0284378,0.341991
1,0.705,0.145388
4,0.124162,0.348692
1,1.022,0.165796
5,0.0661911,0.344634
1,1.279,0.182342
6,0.0701859,0.344914
1,1.542,0.199274
7,0.0723238,0.345064
1,1.811,0.216592
8,0.0715049,0.345006
1,2.087,0.234361
9,0.0613843,0.344297
1,2.364,0.252194
10,0.0821904,0.345754
1,2.655,0.270929
