Device ID,Time, Consumption
3,0.0558036,0.343907
2,0.31349,0.361945
1,810,0.152148
1,0.845,0.154401
4,0.0955358,0.346688
1,1.237,0.179638
5,0.0854873,0.345985
1,1.554,0.200047
6,0.0825584,0.34578
1,1.881,0.221099
7,0.108668,0.347607
1,2.218,0.242795
8,0.104392,0.347311
1,2.56,0.264813
9,0.10778,0.347545
1,2.911,0.28741
