Device ID,Time, Consumption
1,950,0.161161
1,970,0.162449
1,973,0.162642
2,0.924215,0.404696
3,0.460712,0.372251
1,1505,0.196892
1,1527,0.198308
1,1531,0.198566
3,0.419616,0.369374
1,2670,0.271895
3,0.602337,0.382164
1,2.804,0.280522
1,2.869,0.284706
4,0.229263,0.35605
1,3.183,0.304922
