Device ID,Time, Consumption
2,0.0426581,0.342987
1,286,0.118413
3,0.0181292,0.34127
1,0.464,0.129872
4,0.0169413,0.341187
1,0.662,0.14262
5,0.0175012,0.341226
1,0.861,0.155431
6,0.0183322,0.341284
1,1.063,0.168436
7,0.0186432,0.341306
1,1.264,0.181376
