Device ID,Time, Consumption
2,0.0162583,0.341139
1,229,0.114743
3,0.0164393,0.341152
1,0.434,0.127941
4,0.0161303,0.34113
1,0.633,0.140753
5,0.0167683,0.341174
1,0.835,0.153757
6,0.0162403,0.341138
1,1.034,0.166569
7,0.0162663,0.341139
1,1.235,0.179509
8,0.0160233,0.341122
1,1.435,0.192385
