Device ID,Time, Consumption
1,65,0.104185
1,258,0.11661
1,261,0.116803
1,0.655538,0.385888
2,0.618894,0.383323
1,1902,0.222451
4,0.127666,0.348937
3,0.405006,0.368351
1,1.988,0.227987
1,2.014,0.229661
1,2.035,0.231013
5,0.296271,0.36074
1,3.152,0.302926
6,0.174429,0.352211
1,3.593,0.331317
7,0.212329,0.354864
