Device ID,Time, Consumption
1,11,0.100708
1,1342,0.186398
1,1356,0.187299
2,1.27425,0.429198
3,1.18549,0.422985
3,0.741844,0.39193
1,2560,0.264813
4,0.324222,0.362696
1,2.671,0.271959
1,2.706,0.274212
1,2.736,0.276144
5,0.202483,0.354175
1,2.844,0.283097
6,1.14741,0.420319
7,0.711142,0.389781
