Device ID,Time, Consumption
2,0.0199171,0.341395
1,169,0.112361
3,0.0182792,0.34128
1,0.38,0.125945
4,0.0182752,0.34128
1,0.599,0.140044
5,0.0215791,0.341511
1,0.824,0.15453
6,0.0183642,0.341286
1,1.032,0.167921
7,0.0181342,0.34127
1,1.231,0.180733
8,0.0181522,0.341271
1,1.43,0.193544
9,0.0198041,0.341387
1,1.635,0.206742
1,591,0.138049
1,595,0.138306
