Device ID,Time, Consumption
2,0.0511838,0.343583
1,313,0.120151
3,0.022734,0.341592
1,0.509,0.132769
4,0.023466,0.341643
1,0.705,0.145388
5,0.023008,0.341611
1,0.911,0.15865
6,0.0211181,0.341479
1,1.117,0.171912
7,0.0176322,0.341235
1,1.336,0.186012
8,0.0176582,0.341237
1,1.556,0.200175
9,0.0206641,0.341447
1,1.779,0.214532
10,0.0386193,0.342704
1,2.024,0.230305
11,0.0348165,0.342438
1,2.26,0.245499
