Device ID,Time, Consumption
2,0.344326,0.364103
3,0.0995927,0.346972
1,814,0.152405
1,0.848,0.154594
4,0.142949,0.350007
1,1.28,0.182406
5,0.118099,0.348268
1,1.633,0.205133
6,0.101821,0.347128
1,1.988,0.227987
7,0.123826,0.348668
1,2.366,0.252323
8,0.118644,0.348306
1,2.752,0.277174
